time, value, t-delta
1360336333, 117, 90
1360336423, 119, 90
1360336513, 119, 90
1360336603, 125, 90
1360336693, 184, 90
1360336783, 178, 90
1360336873, 178, 90
1360336963, 175, 90
1360337053, 176, 90
1360337143, 171, 90
1360337233, 175, 90
1360337323, 171, 90
1360337413, 167, 90
1360337503, 166, 90
1360337593, 168, 90
1360337683, 165, 90
1360337773, 125, 90
1360337863, 116, 90
1360337953, 115, 90
1360338043, 114, 90
1360338133, 114, 90
1360338223, 113, 90
1360338313, 111, 90
1360338403, 112, 90
1360338493, 112, 90
1360338583, 113, 90
1360338673, 112, 90
1360338763, 113, 90
1360338853, 116, 90
1360338943, 118, 90
1360339033, 168, 90
1360339123, 167, 90
1360339213, 162, 90
1360339303, 171, 90
1360339393, 190, 90
1360339483, 205, 90
1360339573, 227, 90
1360339663, 252, 90
1360339753, 252, 90
1360339843, 253, 90
1360339933, 245, 90
1360340023, 288, 90
1360340113, 374, 90
1360340203, 286, 90
1360340293, 280, 90
1360340383, 279, 90
1360340473, 1161, 90
1360340563, 1582, 90
1360340653, 274, 90
1360340743, 273, 90
1360340833, 276, 90
1360340923, 1245, 90
1360341013, 1564, 90
1360341103, 1355, 90
1360341193, 1244, 90
1360341283, 1083, 90
1360341373, 1254, 90
1360341463, 1114, 90
1360341553, 602, 90
1360341643, 302, 90
1360341733, 387, 90
1360341823, 395, 90
1360341913, 392, 90
1360342003, 402, 90
1360342093, 488, 90
1360342183, 646, 90
1360342273, 654, 90
1360342363, 1029, 90
1360342453, 2812, 90
1360342543, 3481, 90
1360342633, 2998, 90
1360342723, 2579, 90
1360342813, 2584, 90
1360342903, 2658, 90
1360342993, 2592, 90
1360343083, 1870, 90
1360343173, 248, 90
1360343263, 1602, 90
1360343353, 2023, 90
1360343443, 1366, 90
1360343533, 1760, 90
1360343623, 1799, 90
1360343713, 1483, 90
1360343803, 1231, 90
1360343893, 1226, 90
1360343983, 1229, 90
1360344073, 1227, 90
1360344163, 1230, 90
1360344253, 797, 90
1360344343, 430, 90
1360344433, 438, 90
1360344523, 468, 90
1360344613, 371, 90
1360344703, 263, 90
1360344793, 265, 90
1360344883, 300, 90
1360344973, 298, 90
1360345063, 295, 90
1360345153, 327, 90
1360345243, 363, 90
1360345333, 338, 90
1360345423, 331, 90
1360345513, 337, 90
1360345603, 339, 90
1360345693, 407, 90
1360345783, 410, 90
1360345873, 378, 90
1360345963, 376, 90
1360346053, 447, 90
1360346143, 464, 90
1360346233, 2347, 90
1360346323, 2652, 90
1360346413, 2664, 90
1360346503, 2709, 90
1360346593, 2703, 90
1360346683, 3233, 90
1360346773, 2560, 90
1360346863, 2555, 90
1360346953, 2555, 90
1360347043, 2554, 90
1360347133, 2556, 90
1360347223, 2559, 90
1360347313, 917, 90
1360347403, 316, 90
1360347493, 416, 90
1360347583, 283, 90
1360347673, 238, 90
1360347763, 264, 90
1360347853, 338, 90
1360347943, 342, 90
1360348033, 342, 90
1360348123, 375, 90
1360348213, 441, 90
1360348303, 440, 90
1360348393, 440, 90
1360348483, 439, 90
1360348573, 432, 90
1360348663, 307, 90
1360348753, 293, 90
1360348843, 295, 90
1360348933, 301, 90
1360349023, 320, 90
1360349113, 287, 90
1360349203, 285, 90
1360349293, 293, 90
1360349383, 316, 90
1360349473, 310, 90
1360349563, 333, 90
1360349653, 585, 90
1360349743, 329, 90
1360349833, 338, 90
1360349923, 357, 90
1360350013, 368, 90
1360350103, 428, 90
1360350193, 424, 90
1360350283, 405, 90
1360350373, 442, 90
1360350463, 329, 90
1360350553, 299, 90
1360350643, 298, 90
1360350733, 230, 90
1360350823, 233, 90
1360350913, 1711, 90
1360351003, 2455, 90
1360351093, 2479, 90
1360351183, 2437, 90
1360351273, 2459, 90
1360351363, 2569, 90
1360351453, 2482, 90
1360351543, 2456, 90
1360351737, 283, 90
1360351827, 283, 90
1360351917, 290, 90
1360352007, 289, 90
1360352097, 294, 90
1360352187, 287, 90
1360352277, 291, 90
1360352367, 287, 90
1360352457, 289, 90
1360352547, 292, 90
1360352637, 310, 90
1360352727, 355, 90
1360352817, 345, 90
1360352907, 340, 90
1360352997, 339, 90
1360353087, 336, 90
1360353177, 341, 90
1360353267, 331, 90
1360353357, 338, 90
1360353447, 338, 90
1360353537, 287, 90
1360353627, 257, 90
1360353717, 364, 90
1360353807, 348, 90
1360353897, 324, 90
1360353987, 324, 90
1360354077, 331, 90
1360354167, 331, 90
1360354257, 308, 90
1360354347, 274, 90
1360354437, 331, 90
1360354527, 318, 90
1360354617, 321, 90
1360354707, 308, 90
1360354797, 318, 90
1360354887, 317, 90
1360354977, 323, 90
1360355067, 264, 90
1360355157, 252, 90
1360355247, 254, 90
1360355337, 250, 90
1360355427, 248, 90
1360355517, 258, 90
1360355607, 258, 90
1360355697, 244, 90
1360355787, 243, 90
1360355877, 241, 90
1360355967, 237, 90
1360356057, 242, 90
1360356147, 250, 90
1360356237, 251, 90
1360356327, 288, 90
1360356417, 299, 90
1360356507, 306, 90
1360356597, 297, 90
1360356687, 299, 90
1360356777, 301, 90
1360356867, 297, 90
1360356957, 291, 90
1360357047, 286, 90
1360357137, 284, 90
1360357227, 281, 90
1360357317, 277, 90
1360357407, 249, 90
1360357497, 220, 90
1360357587, 224, 90
1360357677, 227, 90
1360357767, 220, 90
1360357857, 219, 90
1360357947, 222, 90
1360358037, 216, 90
1360358127, 222, 90
1360358217, 220, 90
1360358307, 215, 90
1360358397, 210, 90
1360358487, 213, 90
1360358577, 215, 90
1360358667, 229, 90
1360358757, 224, 90
1360358847, 223, 90
1360358937, 215, 90
1360359027, 212, 90
1360359117, 211, 90
1360359207, 207, 90
1360359297, 210, 90
1360359387, 206, 90
1360359477, 202, 90
1360359567, 238, 90
1360359657, 262, 90
1360359747, 258, 90
1360359837, 258, 90
1360359927, 256, 90
1360360017, 255, 90
1360360197, 253, 90
1360360287, 255, 90
1360360377, 252, 90
1360360467, 248, 90
1360360557, 249, 90
1360360647, 247, 90
1360360737, 202, 90
1360360827, 202, 90
1360360917, 225, 90
1360361007, 233, 90
1360361097, 231, 90
1360361187, 258, 90
1360361277, 254, 90
1360361367, 327, 90
1360361457, 2419, 90
1360361547, 4687, 90
1360361637, 4660, 90
1360361727, 4717, 90
1360361817, 4753, 90
1360361907, 4746, 90
1360361997, 4763, 90
1360362087, 4646, 90
1360362177, 4613, 90
1360362267, 4558, 90
1360362357, 4567, 90
1360362447, 3214, 90
1360362537, 2341, 90
1360362627, 1124, 90
1360362717, 1800, 90
1360362807, 2446, 90
1360362897, 2431, 90
1360362987, 2496, 90
1360363077, 2502, 90
1360363167, 2342, 90
1360363257, 2299, 90
1360363347, 284, 90
1360363437, 222, 90
1360363527, 212, 90
1360363617, 210, 90
1360363707, 210, 90
1360363797, 209, 90
1360363887, 213, 90
1360363977, 201, 90
1360364067, 167, 90
1360364157, 159, 90
1360364247, 161, 90
1360364337, 157, 90
1360364427, 155, 90
1360364517, 153, 90
1360364607, 113, 90
1360364697, 112, 90
1360364787, 111, 90
1360364877, 112, 90
1360364967, 111, 90
1360365057, 111, 90
1360365147, 110, 90
1360365237, 113, 90
1360365327, 113, 90
1360365417, 112, 90
1360365507, 113, 90
1360365597, 111, 90
1360365687, 112, 90
1360365777, 114, 90
1360365867, 111, 90
1360365957, 114, 90
1360366047, 112, 90
1360366137, 115, 90
1360366227, 110, 90
1360366317, 165, 90
1360366407, 171, 90
1360366497, 169, 90
1360366587, 165, 90
1360366677, 165, 90
1360366767, 165, 90
1360366857, 166, 90
1360366947, 166, 90
1360367037, 165, 90
1360367127, 163, 90
1360367217, 162, 90
1360367307, 170, 90
1360367397, 120, 90
1360367487, 113, 90
1360367577, 110, 90
1360367667, 110, 90
1360367757, 110, 90
1360367847, 114, 90
1360367937, 112, 90
1360368027, 112, 90
1360368117, 112, 90
1360368207, 111, 90
1360368297, 110, 90
1360368387, 110, 90
1360368477, 111, 90
1360368567, 109, 90
1360368657, 111, 90
1360368747, 108, 90
1360368837, 109, 90
1360368927, 110, 90
1360369017, 112, 90
1360369107, 112, 90
1360369197, 111, 90
1360369287, 111, 90
1360369377, 113, 90
1360369467, 111, 90
1360369557, 110, 90
1360369647, 119, 90
1360369737, 176, 90
1360369827, 169, 90
1360369917, 169, 90
1360370007, 165, 90
1360370097, 164, 90
1360370187, 168, 90
1360370277, 163, 90
1360370367, 160, 90
1360370457, 163, 90
1360370547, 175, 90
1360370637, 196, 90
1360370727, 176, 90
1360370817, 129, 90
1360370907, 129, 90
1360370997, 130, 90
1360371087, 136, 90
1360371177, 124, 90
1360371267, 123, 90
1360371357, 122, 90
1360371447, 121, 90
1360371537, 123, 90
1360371627, 121, 90
1360371717, 133, 90
1360371807, 170, 90
1360371897, 159, 90
1360371987, 156, 90
1360372077, 157, 90
1360372167, 158, 90
1360372257, 155, 90
1360372347, 157, 90
1360372437, 156, 90
1360372527, 157, 90
1360372617, 156, 90
1360372707, 157, 90
1360372797, 155, 90
1360372887, 157, 90
1360372977, 158, 90
1360373067, 155, 90
1360373157, 208, 90
1360373247, 219, 90
1360373337, 214, 90
1360373427, 209, 90
1360373517, 211, 90
1360373607, 207, 90
1360373697, 207, 90
1360373787, 211, 90
1360373877, 208, 90
1360373967, 208, 90
1360374057, 204, 90
1360374147, 193, 90
1360374237, 153, 90
1360374327, 185, 90
1360374417, 153, 90
1360374507, 149, 90
1360374597, 148, 90
1360374687, 148, 90
1360374777, 115, 90
1360374867, 107, 90
1360374957, 107, 90
1360375047, 106, 90
1360375137, 109, 90
1360375227, 108, 90
1360375317, 109, 90
1360375407, 109, 90
1360375497, 105, 90
1360375587, 105, 90
1360375677, 107, 90
1360375767, 105, 90
1360375857, 108, 90
1360375947, 107, 90
1360376037, 108, 90
1360376127, 109, 90
1360376217, 108, 90
1360376307, 106, 90
1360376397, 105, 90
1360376487, 117, 90
1360376577, 175, 90
1360376667, 165, 90
1360376757, 167, 90
1360376847, 165, 90
1360376937, 162, 90
1360377027, 161, 90
1360377117, 160, 90
1360377207, 169, 90
1360377297, 158, 90
1360377387, 159, 90
1360377477, 159, 90
1360377567, 150, 90
1360377657, 107, 90
1360377747, 111, 90
1360377837, 106, 90
1360377927, 105, 90
1360378016, 108, 89
1360378107, 107, 90
1360378197, 105, 90
1360378287, 108, 90
1360378376, 112, 89
1360378466, 108, 90
1360378556, 106, 90
1360378647, 107, 90
1360378736, 107, 89
1360378826, 107, 90
1360378916, 108, 90
1360379007, 107, 90
1360379096, 107, 89
1360379186, 107, 90
1360379276, 111, 90
1360379366, 105, 90
1360379456, 107, 90
1360379546, 107, 90
1360379636, 106, 90
1360379726, 106, 90
1360379816, 110, 90
1360379906, 109, 90
1360379996, 141, 90
1360380086, 626, 90
1360380176, 2264, 90
1360380266, 2260, 90
1360380356, 2259, 90
1360380447, 2274, 90
1360380536, 2275, 89
1360380626, 2265, 90
1360380716, 1612, 90
1360380806, 160, 90
1360380896, 159, 90
1360380986, 158, 90
1360381076, 149, 90
1360381166, 154, 90
1360381256, 155, 90
1360381346, 154, 90
1360381436, 156, 90
1360381526, 155, 90
1360381616, 156, 90
1360381706, 155, 90
1360381796, 156, 90
1360381886, 158, 90
1360381976, 156, 90
1360382066, 156, 90
1360382156, 156, 90
1360382246, 154, 90
1360382337, 153, 90
1360382426, 155, 89
1360382516, 154, 90
1360382606, 156, 90
1360382696, 154, 90
1360382786, 153, 90
1360382876, 154, 90
1360382966, 153, 90
1360383056, 156, 90
1360383146, 155, 90
1360383236, 154, 90
1360383326, 152, 90
1360383416, 153, 90
1360383506, 178, 90
1360383596, 216, 90
1360383686, 223, 90
1360383776, 210, 90
1360383866, 207, 90
1360383956, 203, 90
1360384046, 204, 90
1360384136, 167, 90
1360384226, 160, 90
1360384316, 160, 90
1360384406, 160, 90
1360384496, 157, 90
1360384586, 139, 90
1360384676, 107, 90
1360384766, 107, 90
1360384856, 111, 90
1360384946, 109, 90
1360385036, 108, 90
1360385126, 106, 90
1360385216, 107, 90
1360385306, 108, 90
1360385396, 110, 90
1360385487, 111, 90
1360385576, 111, 89
1360385666, 108, 90
1360385756, 107, 90
1360385846, 107, 90
1360385936, 107, 90
1360386026, 106, 90
1360386116, 108, 90
1360386206, 111, 90
1360386296, 108, 90
1360386386, 106, 90
1360386476, 105, 90
1360386566, 107, 90
1360386656, 107, 90
1360386746, 109, 90
1360386836, 107, 90
1360386926, 115, 90
1360387016, 236, 90
1360387106, 173, 90
1360387196, 170, 90
1360387287, 164, 90
1360387376, 163, 89
1360387466, 167, 90
1360387556, 160, 90
1360387646, 159, 90
1360387736, 158, 90
1360387826, 158, 90
1360387916, 160, 90
1360388006, 159, 90
1360388096, 137, 90
1360388186, 109, 90
1360388276, 106, 90
1360388366, 105, 90
1360388456, 110, 90
1360388546, 108, 90
1360388636, 110, 90
1360388726, 107, 90
1360388816, 106, 90
1360388906, 106, 90
1360388996, 106, 90
1360389086, 109, 90
1360389176, 107, 90
1360389266, 107, 90
1360389356, 110, 90
1360389446, 105, 90
1360389536, 109, 90
1360389626, 107, 90
1360389716, 108, 90
1360389806, 108, 90
1360389896, 107, 90
1360389986, 106, 90
1360390076, 107, 90
1360390166, 113, 90
1360390256, 142, 90
1360390346, 156, 90
1360390436, 156, 90
1360390526, 157, 90
1360390616, 222, 90
1360390706, 216, 90
1360390796, 213, 90
1360390886, 213, 90
1360390976, 210, 90
1360391066, 209, 90
1360391156, 209, 90
1360391246, 206, 90
1360391336, 206, 90
1360391426, 205, 90
1360391516, 208, 90
1360391606, 206, 90
1360391696, 192, 90
1360391786, 172, 90
1360391876, 153, 90
1360391966, 154, 90
1360392056, 164, 90
1360392146, 184, 90
1360392236, 183, 90
1360392326, 181, 90
1360392416, 183, 90
1360392506, 181, 90
1360392596, 182, 90
1360392686, 685, 90
1360392776, 2394, 90
1360392866, 2387, 90
1360392956, 2395, 90
1360393046, 519, 90
1360393136, 139, 90
1360393226, 130, 90
1360393316, 131, 90
1360393406, 1044, 90
1360393496, 396, 90
1360393586, 308, 90
1360393676, 308, 90
1360393766, 128, 90
1360393856, 585, 90
1360393946, 225, 90
1360394036, 419, 90
1360394126, 429, 90
1360394216, 209, 90
1360394306, 212, 90
1360394396, 383, 90
1360394486, 203, 90
1360394576, 349, 90
1360394666, 201, 90
1360394756, 200, 90
1360394846, 383, 90
1360394936, 201, 90
1360395026, 202, 90
1360395116, 199, 90
1360395206, 153, 90
1360395296, 137, 90
1360395386, 281, 90
1360395476, 346, 90
1360395566, 163, 90
1360395656, 628, 90
1360395746, 531, 90
1360395836, 3814, 90
1360395926, 2556, 90
1360396016, 2271, 90
1360396106, 2271, 90
1360396196, 2552, 90
1360396286, 2565, 90
1360396376, 2314, 90
1360396466, 2277, 90
1360396556, 1088, 90
1360396646, 156, 90
1360396736, 158, 90
1360396826, 160, 90
1360396916, 162, 90
1360397006, 151, 90
1360397096, 149, 90
1360397186, 146, 90
1360397276, 143, 90
1360397366, 272, 90
1360397456, 276, 90
1360397546, 892, 90
1360397636, 2337, 90
1360397726, 2370, 90
1360397816, 2372, 90
1360397906, 493, 90
1360397996, 234, 90
1360398086, 234, 90
1360398176, 211, 90
1360398266, 483, 90
1360398356, 193, 90
1360398446, 196, 90
1360398536, 153, 90
1360398626, 129, 90
1360398716, 137, 90
1360398806, 137, 90
1360398896, 143, 90
1360398986, 144, 90
1360399076, 520, 90
1360399166, 2253, 90
1360399256, 2243, 90
1360399346, 2229, 90
1360399436, 2229, 90
1360399526, 2237, 90
1360399616, 2218, 90
1360399706, 2222, 90
1360399796, 2215, 90
1360399886, 409, 90
1360399976, 133, 90
1360400066, 137, 90
1360400156, 135, 90
1360400246, 128, 90
1360400336, 129, 90
1360400426, 131, 90
1360400516, 135, 90
1360400606, 131, 90
1360400696, 134, 90
1360400786, 266, 90
1360400876, 245, 90
1360400966, 244, 90
1360401056, 237, 90
1360401146, 239, 90
1360401236, 211, 90
1360401326, 202, 90
1360401416, 202, 90
1360401506, 198, 90
1360401596, 201, 90
1360401686, 201, 90
1360401776, 201, 90
1360401866, 198, 90
1360401956, 199, 90
1360402046, 176, 90
1360402136, 169, 90
1360402226, 184, 90
1360402316, 271, 90
1360402406, 945, 90
1360402496, 2626, 90
1360402586, 2622, 90
1360402676, 2611, 90
1360402766, 2617, 90
1360402856, 2618, 90
1360402946, 2608, 90
1360403036, 2619, 90
1360403126, 2621, 90
1360403216, 2597, 90
1360403306, 2618, 90
1360403396, 1559, 90
1360403486, 1161, 90
1360403576, 3225, 90
1360403666, 4594, 90
1360403756, 2311, 90
1360403846, 2299, 90
1360403936, 4505, 90
1360404026, 3935, 90
1360404116, 2321, 90
1360404206, 2749, 90
1360404296, 4552, 90
1360404386, 3020, 90
1360404476, 2664, 90
1360404566, 570, 90
1360404656, 286, 90
1360404746, 4139, 90
1360404836, 3276, 90
1360404926, 285, 90
1360405016, 703, 90
1360405106, 2617, 90
1360405196, 1420, 90
1360405286, 234, 90
1360405376, 264, 90
1360405466, 1161, 90
1360405556, 2640, 90
1360405646, 819, 90
1360405736, 259, 90
1360405826, 226, 90
1360405916, 617, 90
1360406006, 2568, 90
1360406096, 902, 90
1360406186, 196, 90
1360406276, 1460, 90
1360406366, 2392, 90
1360406456, 213, 90
1360406546, 213, 90
1360406636, 2364, 90
1360406726, 2067, 90
1360406816, 213, 90
1360406906, 194, 90
1360406996, 1942, 90
1360407086, 4323, 90
1360407176, 2343, 90
1360407266, 1678, 90
1360407356, 2888, 90
1360407446, 6038, 90
1360407536, 3855, 90
1360407626, 3643, 90
1360407716, 4383, 90
1360407806, 4033, 90
1360407896, 2569, 90
1360407986, 2572, 90
1360408076, 3365, 90
1360408166, 2060, 90
1360408256, 2498, 90
1360408346, 520, 90
1360408436, 470, 90
1360408526, 474, 90
1360408616, 443, 90
1360408706, 294, 90
1360408796, 226, 90
1360408886, 225, 90
1360408976, 224, 90
1360409066, 225, 90
1360409156, 225, 90
1360409246, 224, 90
1360409336, 611, 90
1360409426, 197, 90
1360409516, 702, 90
1360409606, 658, 90
1360409696, 235, 90
1360409786, 199, 90
1360409876, 198, 90
1360409966, 197, 90
1360410056, 198, 90
1360410146, 151, 90
1360410236, 121, 90
1360410326, 119, 90
1360410416, 126, 90
1360410506, 124, 90
1360410596, 126, 90
1360410686, 129, 90
1360410776, 128, 90
1360410866, 130, 90
1360410956, 126, 90
1360411046, 129, 90
1360411136, 127, 90
1360411226, 125, 90
1360411316, 126, 90
1360411406, 126, 90
1360411496, 147, 90
1360411586, 787, 90
1360411676, 2398, 90
1360411766, 2408, 90
1360411856, 2402, 90
1360411946, 2396, 90
1360412036, 2402, 90
1360412126, 2399, 90
1360412216, 2405, 90
1360412306, 2413, 90
1360412396, 2407, 90
1360412486, 2409, 90
1360412576, 2775, 90
1360412666, 2504, 90
1360412756, 2338, 90
1360412846, 2447, 90
1360412936, 4574, 90
1360413026, 4575, 90
1360413116, 4566, 90
1360413206, 4598, 90
1360413296, 4611, 90
1360413386, 4553, 90
1360413476, 3082, 90
1360413566, 320, 90
1360413656, 284, 90
1360413746, 281, 90
1360413836, 233, 90
1360413926, 228, 90
1360414016, 227, 90
1360414106, 229, 90
1360414196, 228, 90
1360414286, 225, 90
1360414376, 224, 90
1360414466, 228, 90
1360414556, 228, 90
1360414646, 222, 90
1360414736, 198, 90
1360414826, 198, 90
1360414916, 198, 90
1360415006, 203, 90
